gene,CNV
CHRDL2,LOH
RNF169,LOH
XRRA1,LOH
SPCS2,LOH
OR2AT4,LOH
SLCO2B1,LOH
TPBGL,LOH
ARRB1,LOH
RPS3,LOH
KLHL35,LOH
SERPINH1,LOH
MOGAT2,LOH
DGAT2,LOH
UVRAG,LOH
WNT11,LOH
LRRC32,LOH
GUCY2EP,LOH
TSKU,LOH
ACER3,LOH
B3GNT6,LOH
CAPN5,LOH
MYO7A,LOH
GDPD4,LOH
PAK1,LOH
CLNS1A,LOH
INTS4,LOH
ALG8,LOH
USP35,LOH
GAB2,LOH
NARS2,LOH
FAM181B,LOH
RAB30,LOH
ANKRD42,LOH
CCDC90B,LOH
DLG2,LOH
TMEM126B,LOH
TMEM126A,LOH
CCDC89,LOH
SYTL2,LOH
CCDC83,LOH
PICALM,LOH
EED,LOH
CCDC81,LOH
ME3,LOH
PRSS23,LOH
FZD4,LOH
TMEM135,LOH
RAB38,LOH
CTSC,LOH
GRM5,LOH
TYR,LOH
NOX4,LOH
TRIM77,LOH
TRIM49,LOH
TRIM53AP,LOH
TRIM64B,LOH
TRIM49D1,LOH
TRIM64,LOH
UBTFL1,LOH
NAALAD2,LOH
CHORDC1,LOH
DISC1FP1,LOH
FAT3,LOH
SLC36A4,LOH
CEP295,LOH
HEPHL1,LOH
PANX1,LOH
IZUMO1R,LOH
GPR83,LOH
C11orf97,LOH
AMOTL1,LOH
CWC15,LOH
KDM4D,LOH
KDM4E,LOH
SRSF8,LOH
ENDOD1,LOH
SESN3,LOH
FAM76B,LOH
CEP57,LOH
MTMR2,LOH
MAML2,LOH
CCDC82,LOH
JRKL,LOH
IQSEC3,GAIN
IPO8,GAIN
CAPRIN2,GAIN
TSPAN11,GAIN
DDX11,GAIN
DENND5B,GAIN
AMN1,GAIN
H3F3C,GAIN
KIAA1551,GAIN
MYBPC1,LOH
CHPT1,LOH
SYCP3,LOH
GNPTAB,LOH
DRAM1,LOH
NUP37,LOH
PARPBP,LOH
PMCH,LOH
IGF1,LOH
ASCL1,LOH
C12orf42,LOH
STAB2,LOH
NT5DC3,LOH
TTC41P,LOH
HSP90B1,LOH
TDG,LOH
GLT8D2,LOH
HCFC2,LOH
NFYB,LOH
TXNRD1,LOH
CHST11,LOH
SLC41A2,LOH
ALDH1L2,LOH
APPL2,LOH
NUAK1,LOH
CKAP4,LOH
TCP11L2,LOH
POLR3B,LOH
RIC8B,LOH
TMEM263,LOH
MTERF2,LOH
CRY1,LOH
BTBD11,LOH
PRDM4,LOH
ASCL4,LOH
WSCD2,LOH
CMKLR1,LOH
SART3,LOH
ISCU,LOH
TMEM119,LOH
SELPLG,LOH
CORO1C,LOH
SSH1,LOH
SVOP,LOH
USP30,LOH
ALKBH2,LOH
UNG,LOH
FOXN4,LOH
UBE3B,LOH
MVK,LOH
FAM222A,LOH
TRPV4,LOH
GLTP,LOH
GIT2,LOH
ANKRD13A,LOH
IFT81,LOH
ATP2A2,LOH
ANAPC7,LOH
ARPC3,LOH
GPN3,LOH
FAM216A,LOH
RAD9B,LOH
HVCN1,LOH
PPP1CC,LOH
CCDC63,LOH
MYL2,LOH
CUX2,LOH
FAM109A,LOH
SH2B3,LOH
ATXN2,LOH
BRAP,LOH
ACAD10,LOH
ALDH2,LOH
MAPKAPK5,LOH
ADAM1A,LOH
TMEM116,LOH
ERP29,LOH
NAA25,LOH
TRAFD1,LOH
HECTD4,LOH
RPL6,LOH
PTPN11,LOH
RPH3A,LOH
DTX1,LOH
RASAL1,LOH
DDX54,LOH
RITA1,LOH
IQCD,LOH
TPCN1,LOH
SLC8B1,LOH
PLBD2,LOH
SDS,LOH
RBM19,LOH
TBX5,LOH
TBX3,LOH
MED13L,LOH
LINC00173,LOH
MAP1LC3B2,LOH
C12orf49,LOH
RNFT2,LOH
FBXW8,LOH
TESC,LOH
FBXO21,LOH
NOS1,LOH
RFC5,LOH
WSB2,LOH
VSIG10,LOH
PEBP1,LOH
TAOK3,LOH
SRRM4,LOH
HSPB8,LOH
LINC00934,LOH
CCDC60,LOH
PRKAB1,LOH
CIT,LOH
RAB35,LOH
RPLP0,LOH
PXN,LOH
SIRT4,LOH
PLA2G1B,LOH
MSI1,LOH
GATC,LOH
DYNLL1,LOH
COQ5,LOH
RNF10,LOH
POP5,LOH
CABP1,LOH
MLEC,LOH
UNC119B,LOH
ACADS,LOH
SPPL3,LOH
HNF1A,LOH
C12orf43,LOH
OASL,LOH
P2RX7,LOH
P2RX4,LOH
CAMKK2,LOH
ANAPC5,LOH
KDM2B,LOH
ORAI1,LOH
MORN3,LOH
TMEM120B,LOH
SETD1B,LOH
HPD,LOH
WDR66,LOH
MLXIP,LOH
LRRC43,LOH
CLIP1,LOH
ZCCHC8,LOH
RSRC2,LOH
KNTC1,LOH
DENR,LOH
HIP1R,LOH
VPS37B,LOH
ABCB9,LOH
ARL6IP4,LOH
PITPNM2,LOH
MPHOSPH9,LOH
C12orf65,LOH
CDK2AP1,LOH
SBNO1,LOH
RILPL2,LOH
SNRNP35,LOH
RILPL1,LOH
TMED2,LOH
DDX55,LOH
EIF2B1,LOH
GTF2H3,LOH
TCTN2,LOH
ATP6V0A2,LOH
CCDC92,LOH
NCOR2,LOH
DHX37,LOH
BRI3BP,LOH
AACS,LOH
TMEM132B,LOH
TMEM132C,LOH
SLC15A4,LOH
GLT1D1,LOH
TMEM132D,LOH
FZD10,LOH
PIWIL1,LOH
RIMBP2,LOH
STX2,LOH
RAN,LOH
ADGRD1,LOH
SFSWAP,LOH
MMP17,LOH
PUS1,LOH
EP400,LOH
DDX51,LOH
NOC4L,LOH
GALNT9,LOH
LRCOL1,LOH
P2RX2,LOH
POLE,LOH
PXMP2,LOH
PGAM5,LOH
ANKLE2,LOH
GOLGA3,LOH
CHFR,LOH
ZNF605,LOH
ZNF26,LOH
ZNF84,LOH
ZNF140,LOH
ZNF10,LOH
ZNF268,LOH
PCDH8,LOSS
OLFM4,LOSS
PRR20A,LOSS
DIAPH3,LOSS
TDRD3,LOSS
PCDH9,LOH
KLHL1,LOH
DACH1,LOH
MZT1,LOH
BORA,LOH
DIS3,LOH
PIBF1,LOH
KLF5,LOH
KLF12,LOH
CTAGE11P,LOH
TBC1D4,LOH
COMMD6,LOH
LMO7,LOH
LMO7DN,LOH
KCTD12,LOH
CLN5,LOH
FBXL3,LOH
MYCBP2,LOH
SCEL,LOH
SLAIN1,LOH
EDNRB,LOH
RNF219,LOH
RBM26,LOH
NDFIP2,LOH
SPRY2,LOH
SLITRK1,LOH
SLITRK6,LOH
SLITRK5,LOH
MIR17HG,LOH
GPC5,LOH
GPC6,LOH
TGDS,LOH
GPR180,LOH
SOX21,LOH
ABCC4,LOH
CLDN10,LOH
DZIP1,LOH
DNAJC3,LOH
UGGT2,LOH
HS6ST3,LOH
OXGR1,LOH
IPO5,LOH
FARP1,LOH
STK24,LOH
SLC15A1,LOH
DOCK9,LOH
UBAC2,LOH
TM9SF2,LOH
CLYBL,LOH
ZIC5,LOH
ZIC2,LOH
PCCA,LOH
GGACT,LOH
TMTC4,LOH
NALCN,LOH
ITGBL1,LOH
FGF14,LOH
TPP2,LOH
METTL21C,LOH
CCDC168,LOH
TEX30,LOH
KDELC1,LOH
BIVM,LOH
BIVM-ERCC5,LOH
SLC10A2,LOH
DAOA,LOH
EFNB2,LOH
ARGLU1,LOH
FAM155A,LOH
LIG4,LOH
ABHD13,LOH
TNFSF13B,LOH
MYO16,LOH
IRS2,LOH
COL4A1,LOH
COL4A2,LOH
RAB20,LOH
CARS2,LOH
ING1,LOH
ANKRD10,LOH
ARHGEF7,LOH
TEX29,LOH
SOX1,LOH
SPACA7,LOH
TUBGCP3,LOH
ATP11AUN,LOH
ATP11A,LOH
MCF2L,LOH
F7,LOH
F10,LOH
PROZ,LOH
PCID2,LOH
CUL4A,LOH
LAMP1,LOH
GRTP1,LOH
ADPRHL1,LOH
DCUN1D2,LOH
TMCO3,LOH
TFDP1,LOH
ATP4B,LOH
GRK1,LOH
TMEM255B,LOH
GAS6,LOH
LINC00452,LOH
RASA3,LOH
CDC16,LOH
UPF3A,LOH
CHAMP1,LOH
DUXAP10,GAIN
POTEM,GAIN
C14orf39,LOH
SIX4,LOH
SLC38A6,LOH
HIF1A,LOH
SNAPC1,LOH
SYT16,LOH
LINC00643,LOH
KCNH5,LOH
RHOJ,LOH
GPHB5,LOH
WDR89,LOH
SGPP1,LOH
SYNE2,LOH
ZBTB25,LOH
ZBTB1,LOH
HSPA2,LOH
PPP1R36,LOH
CHURC1-FNTB,LOH
CHURC1-FNTB,GAIN
EIF2B2,GAIN
MLH3,GAIN
ACYP1,GAIN
ZC2HC1C,GAIN
NEK9,GAIN
TMED10,GAIN
FOS,GAIN
BATF,GAIN
FLVCR2,GAIN
TTLL5,GAIN
CHEK2P2,LOH
NBEAP1,LOH
GOLGA8DP,LOH
GOLGA6L1,LOH
WHAMMP3,LOH
NIPA2,LOH
CYFIP1,LOH
TUBGCP5,LOH
GOLGA6L22,LOH
GOLGA8J,LOH
RPH3AL,GAIN
VPS53,GAIN
FAM57A,GAIN
GEMIN4,GAIN
DBIL5P,GAIN
GLOD4,GAIN
NXN,GAIN
ABR,GAIN
BHLHA9,GAIN
TUSC5,GAIN
MYO1C,GAIN
INPP5K,GAIN
PITPNA,GAIN
SLC43A2,GAIN
SCARF1,GAIN
RILP,GAIN
PRPF8,GAIN
MIR22HG,GAIN
WDR81,GAIN
SERPINF2,GAIN
SERPINF1,GAIN
SMYD4,GAIN
RPA1,GAIN
RTN4RL1,GAIN
HIC1,GAIN
SMG6,GAIN
TSR1,GAIN
SGSM2,GAIN
METTL16,GAIN
PAFAH1B1,GAIN
RAP1GAP2,GAIN
OR1D5,GAIN
OR1D2,GAIN
OR1G1,GAIN
OR1A2,GAIN
OR1A1,GAIN
OR1D4,GAIN
OR3A2,GAIN
OR3A3,GAIN
OR1E2,GAIN
TRPV3,GAIN
TRPV1,GAIN
SHPK,GAIN
CTNS,GAIN
ITGAE,GAIN
CAMKK1,GAIN
P2RX1,GAIN
ATP2A3,GAIN
ZZEF1,GAIN
ANKFY1,GAIN
UBE2G1,GAIN
SPNS2,GAIN
GGT6,GAIN
SMTNL2,GAIN
PELP1,GAIN
ARRB2,GAIN
MED11,GAIN
CXCL16,GAIN
ZMYND15,GAIN
TM4SF5,GAIN
VMO1,GAIN
GLTPD2,GAIN
PSMB6,GAIN
PLD2,GAIN
MINK1,GAIN
CHRNE,GAIN
GP1BA,GAIN
SLC25A11,GAIN
RNF167,GAIN
PFN1,GAIN
ENO3,GAIN
SPAG7,GAIN
CAMTA2,GAIN
INCA1,GAIN
KIF1C,GAIN
ZFP3,GAIN
ZNF232,GAIN
USP6,GAIN
ZNF594,GAIN
RABEP1,GAIN
RPAIN,GAIN
DHX33,GAIN
DERL2,GAIN
MIS12,GAIN
AIPL1,GAIN
PITPNM3,GAIN
KIAA0753,GAIN
TXNDC17,GAIN
MED31,GAIN
ALOX15P1,GAIN
SLC13A5,GAIN
XAF1,GAIN
FBXO39,GAIN
BCL6B,GAIN
SLC16A13,GAIN
SLC16A11,GAIN
CLEC10A,GAIN
ASGR2,GAIN
ASGR1,GAIN
DLG4,GAIN
ACADVL,GAIN
DVL2,GAIN
PHF23,GAIN
SLC2A4,GAIN
YBX2,GAIN
EIF5A,GAIN
ACAP1,GAIN
KCTD11,GAIN
TMEM95,GAIN
TNK1,GAIN
NLGN2,GAIN
CHRNB1,GAIN
ZBTB4,GAIN
POLR2A,GAIN
TNFSF13,GAIN
CD68,GAIN
MPDU1,GAIN
FXR2,GAIN
SHBG,GAIN
ATP1B2,GAIN
TP53,GAIN
WRAP53,GAIN
EFNB3,GAIN
DNAH2,GAIN
KDM6B,GAIN
TMEM88,GAIN
CHD3,GAIN
KCNAB3,GAIN
TRAPPC1,GAIN
CNTROB,GAIN
ALOX15B,GAIN
ALOX12B,GAIN
ALOXE3,GAIN
HES7,GAIN
PER1,GAIN
TMEM107,GAIN
AURKB,GAIN
CTC1,GAIN
PFAS,GAIN
ARHGEF15,GAIN
ODF4,GAIN
RNF222,GAIN
MYH10,GAIN
CCDC42,GAIN
SPDYE4,GAIN
MFSD6L,GAIN
PIK3R6,GAIN
PIK3R5,GAIN
NTN1,GAIN
STX8,GAIN
CFAP52,GAIN
DHRS7C,GAIN
GLP2R,GAIN
GAS7,GAIN
MYHAS,GAIN
MYH3,GAIN
SCO1,GAIN
TMEM220,GAIN
PIRT,GAIN
SHISA6,GAIN
DNAH9,GAIN
ZNF18,GAIN
MAP2K4,GAIN
MYOCD,GAIN
ARHGAP44,GAIN
ELAC2,GAIN
HS3ST3A1,GAIN
COX10,GAIN
CDRT15,GAIN
HS3ST3B1,GAIN
PMP22,GAIN
TEKT3,GAIN
CDRT1,GAIN
ZNF286A,GAIN
TBC1D26,GAIN
CDRT15P2,GAIN
MEIS3P1,GAIN
ADORA2B,GAIN
ZSWIM7,GAIN
TTC19,GAIN
NCOR1,GAIN
CENPV,GAIN
UBB,GAIN
TRPV2,GAIN
LRRC75A,GAIN
ZNF287,GAIN
ZNF624,GAIN
KRT16P2,GAIN
MPRIP,GAIN
FLCN,GAIN
COPS3,GAIN
NT5M,GAIN
MED9,GAIN
RASD1,GAIN
PEMT,GAIN
RAI1,GAIN
SREBF1,GAIN
TOM1L2,GAIN
ATPAF2,GAIN
GID4,GAIN
DRG2,GAIN
MYO15A,GAIN
ALKBH5,GAIN
LLGL1,GAIN
FLII,GAIN
MIEF2,GAIN
TOP3A,GAIN
SMCR8,GAIN
SHMT1,GAIN
EVPLL,GAIN
KRT17P5,GAIN
KRT16P1,GAIN
CCDC144B,GAIN
TBC1D28,GAIN
ZNF286B,GAIN
FBXW10,GAIN
TVP23B,GAIN
PRPSAP2,GAIN
GRAP,GAIN
GRAP,LOSS
WSB1,LOH
LGALS9,LOH
NOS2,LOH
PPY2P,LOH
KRT18P55,LOH
TMEM97,LOH
IFT20,LOH
TNFAIP1,LOH
POLDIP2,LOH
TMEM199,LOH
SLC46A1,LOH
SDF2,LOH
PROCA1,LOH
TLCD1,LOH
TRAF4,LOH
FAM222B,LOH
ERAL1,LOH
FLOT2,LOH
DHRS13,LOH
PHF12,LOH
CRYBA1,LOH
NUFIP2,LOH
SSH2,LOH
EFCAB5,LOH
NSRP1,LOH
SLC6A4,LOH
BLMH,LOH
TMIGD1,LOH
CPD,LOH
TBC1D29,LOH
SUZ12P1,LOH
CRLF3,LOH
ATAD5,LOH
TEFM,LOH
ADAP2,LOH
RNF135,LOH
NF1,LOH
COPRS,LOH
SUZ12,LOH
RHOT1,LOH
RHBDL3,LOH
PSMD11,LOH
MYO1D,LOH
ASIC2,LOH
CCL2,LOH
CCL7,LOH
CCL11,LOH
CCL8,LOH
CCL13,LOH
CCL1,LOH
C17orf102,LOH
TMEM132E,LOH
CCT6B,LOH
LIG3,LOH
FNDC8,LOH
NLE1,LOH
UNC45B,LOH
SLC35G3,LOH
SLFN11,LOH
SLFN12,LOH
SLFN13,LOH
SLFN14,LOH
PEX12,LOH
AP2B1,LOH
RASL10B,LOH
GAS2L2,LOH
MMP28,LOH
TAF15,LOH
HEATR9,LOH
RDM1,LOH
LYZL6,LOH
CCL16,LOH
CCL23,LOH
CCL3,LOH
CCL4,LOH
CCL3L3,LOH
CCL4L1,LOH
ZNHIT3,LOH
MYO19,LOH
PIGW,LOH
GGNBP2,LOH
DHRS11,LOH
MRM1,LOH
AATF,LOH
ACACA,LOH
DUSP14,LOH
SYNRG,LOH
DDX52,LOH
HNF1B,LOH
YWHAEP7,LOH
TBC1D3,LOH
MRPL45,LOH
GPR179,LOH
SOCS7,LOH
ARHGAP23,LOH
SRCIN1,LOH
MLLT6,LOH
CISD3,LOH
PSMB3,LOH
PIP4K2B,LOH
C17orf98,LOH
LASP1,LOH
FBXO47,LOH
ARL5C,LOH
CACNB1,LOH
RPL19,LOH
STAC2,LOH
FBXL20,LOH
MED1,LOH
CDK12,LOH
NEUROD2,LOH
STARD3,LOH
PNMT,LOH
PGAP3,LOH
ERBB2,LOH
GRB7,LOH
IKZF3,LOH
ZPBP2,LOH
GSDMB,LOH
ORMDL3,LOH
LRRC3C,LOH
GSDMA,LOH
PSMD3,LOH
CSF3,LOH
MED24,LOH
THRA,LOH
NR1D1,LOH
MSL1,LOH
CASC3,LOH
RAPGEFL1,LOH
RARA,LOH
GJD3,LOH
TOP2A,LOH
IGFBP4,LOH
TNS4,LOH
CCR7,LOH
KRT24,LOH
KRT25,LOH
KRT26,LOH
KRT27,LOH
KRT28,LOH
KRT10,LOH
TMEM99,LOH
KRT12,LOH
KRT20,LOH
KRT40,LOH
KRTAP3-3,LOH
KRTAP3-2,LOH
KRTAP3-1,LOH
KRTAP1-5,LOH
KRTAP1-4,LOH
KRTAP1-3,LOH
KRTAP1-1,LOH
KRTAP2-3,LOH
KRTAP2-4,LOH
KRTAP4-7,LOH
KRTAP4-8,LOH
KRTAP4-9,LOH
KRTAP4-12,LOH
KRTAP4-6,LOH
KRTAP4-5,LOH
KRTAP4-4,LOH
KRTAP4-3,LOH
KRTAP9-2,LOH
KRTAP9-3,LOH
KRTAP9-8,LOH
KRTAP9-4,LOH
KRTAP9-9,LOH
KRTAP29-1,LOH
KRTAP16-1,LOH
KRTAP17-1,LOH
KRT33A,LOH
KRT33B,LOH
KRT34,LOH
KRT31,LOH
KRT37,LOH
KRT38,LOH
KRT32,LOH
KRT35,LOH
KRT13,LOH
KRT19,LOH
KRT9,LOH
KRT14,LOH
KRT16,LOH
JUP,LOH
FKBP10,LOH
NT5C3B,LOH
KLHL10,LOH
KLHL11,LOH
ACLY,LOH
TTC25,LOH
CNP,LOH
DNAJC7,LOH
NKIRAS2,LOH
ZNF385C,LOH
DHX58,LOH
KAT2A,LOH
KCNH4,LOH
HCRT,LOH
GHDC,LOH
STAT5B,LOH
STAT5A,LOH
STAT3,LOH
ATP6V0A1,LOH
NAGLU,LOH
COASY,LOH
MLX,LOH
PSMC3IP,LOH
TUBG1,LOH
TUBG2,LOH
PLEKHH3,LOH
CNTNAP1,LOH
EZH1,LOH
RAMP2,LOH
VPS25,LOH
WNK4,LOH
COA3,LOH
CNTD1,LOH
BECN1,LOH
AOC2,LOH
AOC3,LOH
LINC00671,LOH
G6PC,LOH
RUNDC1,LOH
RPL27,LOH
IFI35,LOH
VAT1,LOH
RND2,LOH
BRCA1,LOH
NBR2,LOH
NBR1,LOH
TMEM106A,LOH
ARL4D,LOH
DHX8,LOH
ETV4,LOH
MEOX1,LOH
SOST,LOH
DUSP3,LOH
MPP3,LOH
CD300LG,LOH
MPP2,LOH
PPY,LOH
PYY,LOH
NAGS,LOH
TMEM101,LOH
LSM12,LOH
G6PC3,LOH
HDAC5,LOH
C17orf53,LOH
ASB16,LOH
TMUB2,LOH
UBTF,LOH
SLC4A1,LOH
RUNDC3A,LOH
SLC25A39,LOH
GRN,LOH
FAM171A2,LOH
ITGA2B,LOH
GPATCH8,LOH
FZD2,LOH
CCDC43,LOH
DBF4B,LOH
GJC1,LOH
HIGD1B,LOH
EFTUD2,LOH
GFAP,LOH
KIF18B,LOH
C1QL1,LOH
DCAKD,LOH
NMT1,LOH
PLCD3,LOH
ACBD4,LOH
HEXIM1,LOH
HEXIM2,LOH
MAP3K14,LOH
ARHGAP27,LOH
PLEKHM1,LOH
MAPT-AS1,LOH
MAPT,LOH
KANSL1,LOH
ARL17A,LOSS
NSF,LOSS
NSF,LOH
WNT3,LOH
CDC27,LOH
EFCAB13,LOH
MRPL45P2,LOH
NPEPPS,LOH
TBKBP1,LOH
TBX21,LOH
MRPL10,LOH
LRRC46,LOH
SCRN2,LOH
SP6,LOH
SP2,LOH
PNPO,LOH
CDK5RAP3,LOH
COPZ2,LOH
NFE2L1,LOH
CBX1,LOH
SNX11,LOH
SKAP1,LOH
HOXB-AS1,LOH
HOXB7,LOH
PRAC1,LOH
TTLL6,LOH
CALCOCO2,LOH
UBE2Z,LOH
GIP,LOH
IGF2BP1,LOH
B4GALNT2,LOH
GNGT2,LOH
ABI3,LOH
PHOSPHO1,LOH
FLJ40194,LOH
ZNF652,LOH
NGFR,LOH
NXPH3,LOH
SPOP,LOH
SLC35B1,LOH
KAT7,LOH
TAC4,LOH
DLX4,LOH
DLX3,LOH
ITGA3,LOH
PDK2,LOH
SAMD14,LOH
PPP1R9B,LOH
TMEM92,LOH
XYLT2,LOH
MRPL27,LOH
LRRC59,LOH
ACSF2,LOH
RSAD1,LOH
MYCBPAP,LOH
EPN3,LOH
SPATA20,LOH
CACNA1G,LOH
ANKRD40,LOH
WFIKKN2,LOH
TOB1,LOH
SPAG9,LOH
NME1-NME2,LOH
MBTD1,LOH
UTP18,LOH
CA10,LOH
C17orf112,LOH
KIF2B,LOH
TOM1L1,LOH
COX11,LOH
STXBP4,LOH
HLF,LOH
MMD,LOH
TMEM100,LOH
NOG,LOH
C17orf67,LOH
DGKE,LOH
TRIM25,LOH
COIL,LOH
SCPEP1,LOH
RNF126P1,LOH
AKAP1,LOH
CCDC182,LOH
MRPS23,LOH
CUEDC1,LOH
VEZF1,LOH
SRSF1,LOH
OR4D1,LOH
OR4D2,LOH
EPX,LOH
MKS1,LOH
LPO,LOH
MPO,LOH
RNF43,LOH
HSF5,LOH
MTMR4,LOH
TEX14,LOH
RAD51C,LOH
PPM1E,LOH
TRIM37,LOH
SKA2,LOH
PRR11,LOH
SMG8,LOH
GDPD1,LOH
YPEL2,LOH
DHX40,LOH
CLTC,LOH
PTRH2,LOH
VMP1,LOH
TUBD1,LOH
RNFT1,LOH
HEATR6,LOH
LOC653653,LOH
CA4,LOH
USP32,LOH
C17orf64,LOH
APPBP2,LOH
PPM1D,LOH
BCAS3,LOH
TBX2,LOH
C17orf82,LOH
NACA2,LOH
BRIP1,LOH
INTS2,LOH
MED13,LOH
TBC1D3P2,LOH
EFCAB3,LOH
METTL2A,LOH
TLK2,LOH
MRC2,LOH
TANC2,LOH
CYB561,LOH
ACE,LOH
KCNH6,LOH
DCAF7,LOH
TACO1,LOH
MAP3K3,LOH
LIMD2,LOH
LOC729683,LOH
CCDC47,LOH
DDX42,LOH
FTSJ3,LOH
PSMC5,LOH
SMARCD2,LOH
CSH2,LOH
GH2,LOH
CSH1,LOH
GH1,LOH
CD79B,LOH
SCN4A,LOH
PRR29,LOH
ICAM2,LOH
ERN1,LOH
TEX2,LOH
PECAM1,LOH
MILR1,LOH
POLG2,LOH
DDX5,LOH
SMURF2,LOH
LRRC37A3,LOH
AMZ2P1,LOH
GNA13,LOH
RGS9,LOH
AXIN2,LOH
CEP112,LOH
APOH,LOH
PRKCA,LOH
CACNG4,LOH
CACNG1,LOH
HELZ,LOH
HELZ,GAIN
SLC39A11,GAIN
SLC39A11,GAIN
COG1,GAIN
C17orf80,GAIN
SDK2,GAIN
LINC00469,GAIN
MGC16275,GAIN
TTYH2,GAIN
DNAI2,GAIN
KIF19,GAIN
BTBD17,GAIN
GPR142,GAIN
CD300A,GAIN
CD300LB,GAIN
CD300C,GAIN
C17orf77,GAIN
CD300E,GAIN
RAB37,GAIN
SLC9A3R1,GAIN
NAT9,GAIN
TMEM104,GAIN
GRIN2C,GAIN
FDXR,GAIN
FADS6,GAIN
USH1G,GAIN
OTOP2,GAIN
OTOP3,GAIN
HID1,GAIN
CDR2L,GAIN
KCTD2,GAIN
SLC16A5,GAIN
ARMC7,GAIN
NT5C,GAIN
NUP85,GAIN
GGA3,GAIN
MRPS7,GAIN
MIF4GD,GAIN
SLC25A19,GAIN
GRB2,GAIN
CASKIN2,GAIN
TSEN54,GAIN
LLGL2,GAIN
MYO15B,GAIN
RECQL5,GAIN
SAP30BP,GAIN
H3F3B,GAIN
UNC13D,GAIN
TRIM47,GAIN
TRIM65,GAIN
FBF1,GAIN
ACOX1,GAIN
EVPL,GAIN
ZACN,GAIN
EXOC7,GAIN
FOXJ1,GAIN
RNF157,GAIN
UBALD2,GAIN
QRICH2,GAIN
UBE2O,GAIN
AANAT,GAIN
CYGB,GAIN
SNHG16,GAIN
MXRA7,GAIN
JMJD6,GAIN
METTL23,GAIN
MFSD11,GAIN
SEC14L1,GAIN
TMC6,GAIN
TMC8,GAIN
C17orf99,GAIN
TK1,GAIN
AFMID,GAIN
BIRC5,GAIN
TMEM235,GAIN
SOCS3,GAIN
PGS1,GAIN
DNAH17,GAIN
CYTH1,GAIN
USP36,GAIN
TIMP2,GAIN
LGALS3BP,GAIN
CANT1,GAIN
C1QTNF1,GAIN
ENGASE,GAIN
RBFOX3,GAIN
ENPP7,GAIN
CBX2,GAIN
CBX4,GAIN
TBC1D16,GAIN
TBC1D16,GAIN
RPTOR,GAIN
CHMP6,GAIN
BAIAP2,GAIN
AATK,GAIN
CEP131,GAIN
SLC38A10,GAIN
LINC00482,GAIN
TMEM105,GAIN
LOC100130370,GAIN
BAHCC1,GAIN
ACTG1,GAIN
FSCN2,GAIN
NPLOC4,GAIN
OXLD1,GAIN
CCDC137,GAIN
ARL16,GAIN
HGS,GAIN
SLC25A10,GAIN
MTCL1,LOH
ZNF532,LOSS
GRP,LOSS
RAX,LOSS
CPLX4,LOSS
LMAN1,LOSS
CCBE1,LOSS
PMAIP1,LOSS
MC4R,LOSS
KIAA1468,LOSS
ZCCHC2,LOSS
PHLPP1,LOSS
BCL2,LOSS
KDSR,LOSS
VPS4B,LOSS
SERPINB4,LOSS
SERPINB7,LOSS
SERPINB2,LOSS
SERPINB8,LOSS
LINC00305,LOSS
CDH7,LOSS
CDH19,LOSS
DSEL,LOSS
CCDC102B,LOSS
DOK6,LOSS
CD226,LOSS
SOCS6,LOSS
GTSCR1,LOSS
CBLN2,LOSS
NETO1,LOSS
LOC400655,LOSS
FBXO15,LOSS
TIMM21,LOSS
CYB5A,LOSS
C18orf63,LOSS
CNDP2,LOSS
ZNF407,LOSS
ZADH2,LOSS
TSHZ1,LOSS
SMIM21,LOSS
ZNF516,LOSS
C18orf65,LOSS
ZNF236,LOSS
ZNF236,LOH
MBP,LOH
GALR1,LOH
SALL3,LOH
ATP9B,LOH
NFATC1,LOH
CTDP1,LOH
KCNG2,LOH
PQLC1,LOH
HSBP1L1,LOH
TXNL4A,LOH
RBFA,LOH
ADNP2,LOH
PARD6G,LOH
HAUS8,LOH
MYO9B,LOH
USE1,LOH
OCEL1,LOH
USHBP1,LOH
ANKLE1,LOH
ABHD8,LOH
DDA1,LOH
ANO8,LOH
GTPBP3,LOH
ACTN4,LOH
LGALS7,LOH
LGALS7B,LOH
LGALS4,LOH
HNRNPL,LOH
RINL,LOH
SIRT2,LOH
NFKBIB,LOH
CCER2,LOH
FBXO17,LOH
FBXO27,LOH
PAK4,LOH
NCCRP1,LOH
SYCN,LOH
IFNL3,LOH
IFNL4,LOH
IFNL2,LOH
IFNL1,LOH
GMFG,LOH
SAMD4B,LOH
PAF1,LOH
MED29,LOH
ZFP36,LOH
PLEKHG2,LOH
RPS16,LOH
SUPT5H,LOH
TIMM50,LOH
DLL3,LOH
EID2,LOH
LGALS13,LOH
LGALS16,LOH
LGALS17A,LOH
LGALS14,LOH
CLC,LOH
LEUTX,LOH
DYRK1B,LOH
FBL,LOH
FCGBP,LOH
PSMC4,LOH
ZNF546,LOH
ZNF780B,LOH
MAP3K10,LOH
TTC9B,LOH
CNTD2,LOH
AKT2,LOH
PLD3,LOH
HIPK4,LOH
PRX,LOH
SERTAD3,LOH
BLVRB,LOH
SHKBP1,LOH
LTBP4,LOH
NUMBL,LOH
ITPKC,LOH
SNRPA,LOH
EGLN2,LOH
CYP2G1P,LOH
CYP2B6,LOH
CYP2A13,LOH
CYP2F1,LOH
AXL,LOH
HNRNPUL1,LOH
TGFB1,LOH
BCKDHA,LOH
B3GNT8,LOH
ERICH4,LOH
